create_time,text,video_id,create_time_readable,sentiment
1714372883,Nö mehr Mitglieder mehr % bei wahlprogrosen 💚💚💚,7362160166462099456,2024-04-29 06:41:23,1
1714322104,bezahlen kann Mann das nur nicht,7362160166462099456,2024-04-28 16:35:04,2
1714286460,Super! Extrem wichtig das Klimapaket. Nur so sichern wir UNSERE ZUKUNFT. Wir sind dabei mit einer Photovoltaikanlage. 👍👌💚💚💚,7362160166462099456,2024-04-28 06:41:00,1
1714317370,Die grünen sind am Ende,7362160166462099456,2024-04-28 15:16:10,2
1714393905,gibt keinen Grund. warum für gute Arbeit zurück treten?,7362160166462099456,2024-04-29 12:31:45,2
1714393339,"co 2 ausgleich ist so eine abzocke
entweder ich will das klima retten oder nicht
co 2 ausgleich ist der reiche kann sich alles leisten der arme nichts oder",7362160166462099456,2024-04-29 12:22:19,2
1714372994,😂😂😂😂,7362160166462099456,2024-04-29 06:43:14,1
1714295212,Und davon sind die meisten fast 10j alt u werden abgerissen o einfach stehen gelassen u neue gebaut,7362160166462099456,2024-04-28 09:06:52,2
1714299003,👏👏👏💚,7362160166462099456,2024-04-28 10:10:03,1
1714310691,Die Grünen =Dumm und dümmer,7362160166462099456,2024-04-28 13:24:51,2
1714281976,@yamas007:100% aller Solarmodule kommen aus China. Finde den Fehler. Ein qm Solarmodule- Herstellung benötigt 1300 kWh Strom.,7362160166462099456,2024-04-28 05:26:16,2
1714285775,Ja 17 Brände allein in s-a 👍,7362160166462099456,2024-04-28 06:29:35,2
1714338747,Damit immer früher kostenpflichtig Abgeschaltet werden muss?,7362160166462099456,2024-04-28 21:12:27,2
1714286569,👍👍👍💚💚💚,7362160166462099456,2024-04-28 06:42:49,1
1714320724,🙈,7362160166462099456,2024-04-28 16:12:04,0
1714280109,😂😂😂,7362160166462099456,2024-04-28 04:55:09,1
1714296977,wo sind die energiespeicher?,7362160166462099456,2024-04-28 09:36:17,2
1714316254,Diese grüne Spinnerei muss ein Ende finden.Die Erneuerbaren sind umweltschädlich und verbrauchen unnötige Ressourcen.,7362160166462099456,2024-04-28 14:57:34,2
