create_time,text,video_id,create_time_readable,sentiment
1706717485,"Bei Scholz ist es immer so dass er alle paar Monate erwacht und seine ganze Energie rauslässt, danach begibt er sich wieder in den Winterschlaf 🤣",7330263977479442432,2024-01-31 16:11:25,1
1706711701,"Bin kein Fan von Olaf, aber da hat er einfach recht",7330263977479442432,2024-01-31 14:35:01,1
1706716544,Schade das so reden von ihm so selten kommen. Ich glaube ein großer Teil der Bevölkerung hat keine Ahnung welche krassen Leistungen die Ampel schon vollbracht haben,7330263977479442432,2024-01-31 15:55:44,1
1706718385,das Olaf sich an die Rede von Merz überhaupt erinnern kann 🤣,7330263977479442432,2024-01-31 16:26:25,1
1706714834,Endlich zeigt der Herr Scholz Kampfgeist!,7330263977479442432,2024-01-31 15:27:14,1
1706711136,Olaf einfach richtig gut heute. So geht Kanzler!,7330263977479442432,2024-01-31 14:25:36,1
1706710856,Starke Rede Kanzler,7330263977479442432,2024-01-31 14:20:56,1
1706710587,Was für eine kraftvolle und gute Rede und Reaktion. Bravo! ❤️👍,7330263977479442432,2024-01-31 14:16:27,1
1706719047,"Kann jemand Herrn Scholz sagen, dass wir genau diese Leidenschaft IMMER brauchen! Bitte 🙏🏻 wäre",7330263977479442432,2024-01-31 16:37:27,1
1706715668,Vielen Dank und so wichtig. Warum kann Scholz nicht viel öfter mal laut Klartext sprechen?,7330263977479442432,2024-01-31 15:41:08,1
1706714559,"Herr Scholz, vielen Dank! Jetzt bitte immer so. Wir müssen Sie hören und fühlen!",7330263977479442432,2024-01-31 15:22:39,1
1706713933,"Schöne Worte, ändert nichts daran das die Politik einfach allgemein ihre Glaubwürdigkeit verloren hat unabhängig davon welche Partei.",7330263977479442432,2024-01-31 15:12:13,2
1706719322,Soweit ich weiß haben die cdu/csu mit der spd zusammen regiert,7330263977479442432,2024-01-31 16:42:02,0
1706711910,"oh man , so habe ich unseren Kanzler noch nie gehört. Ich hoffe ihre Reden bleiben so, ich bin begeistert . Danke",7330263977479442432,2024-01-31 14:38:30,1
1706714919,Klartext? Ich kann mich nicht erinnern...🙄,7330263977479442432,2024-01-31 15:28:39,2
1706711347,Ist doch die Wahrheit. CDU 16 Jahre war schlimm. So schnell kann die Ampel gar nicht alles aufräumen,7330263977479442432,2024-01-31 14:29:07,2
1706715452,"Ich bin immer aufs Neue begeistert, wenn unser Bundeskanzler mal "" Tacheles"" redet❤️‍🔥Wir wollen mehr davon🇩🇪",7330263977479442432,2024-01-31 15:37:32,1
1706711266,Starke Rede Herr Scholz ❤️❤️mega❤️❤️❤️,7330263977479442432,2024-01-31 14:27:46,1
1706710850,Rechtsextremisten sollten nicht im Bundestag sitzen.,7330263977479442432,2024-01-31 14:20:50,2
1706718422,"Herr Scholz, hier eine kleine Erinnerungshilfe zum „schwierigen Erbe“ der Ampelparteien:
1998-2005 SPD + Grüne
2005-2009 CDU + SPD
2009-2013 CDU + FDP
2013-2021 CDU + SPD",7330263977479442432,2024-01-31 16:27:02,2
1706723695,Frau Weidels beste Rede beginnt ab Sekunde 0 und endet mit Sekunde 0.,7330263977479442432,2024-01-31 17:54:55,2
1706720936,🤝,7330263977479442432,2024-01-31 17:08:56,0
1706722015,Gute Besserung!,7330263977479442432,2024-01-31 17:26:55,1
1706720953,💪,7330263977479442432,2024-01-31 17:09:13,1
1706720789,viva unsere Kanzlei Scholz Wünsche ihn viel Erfolg und viel Glück bei den nächsten Wahlen mit un Coup kao❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,7330263977479442432,2024-01-31 17:06:29,1
1706732007,Weidels Rede ist brilliant auf lautlos. 💪,7330263977479442432,2024-01-31 20:13:27,1
1706711618,❤️,7330263977479442432,2024-01-31 14:33:38,1
1706714705,So muss ein Kanzler sprechen.Klartext 👏👏👏,7330263977479442432,2024-01-31 15:25:05,1
1706712082,Wir brauchen mehr Klartext. Weiter so.,7330263977479442432,2024-01-31 14:41:22,1
1706716930,Ja der Punkt geht an Scholz. Merz hat viele Meinungen solange diese ihm selbst nutzen..,7330263977479442432,2024-01-31 16:02:10,2
1706715815,Finde es einen Offenbarungseid wenn man sich als Bundeskanzler an der Opposition abarbeiten muss gerade wenn man derzeit als BuReg auf 35% kommt,7330263977479442432,2024-01-31 15:43:35,2
1706712102,das ist doch wohl ein Scherz?,7330263977479442432,2024-01-31 14:41:42,2
1706715235,"Bin dabei Herr, Kanzler. So sollte ein Kanzler sein.",7330263977479442432,2024-01-31 15:33:55,1
1706716637,"Dieses Auftreten erwarte ich von Herrn Scholz ab heute immer, damit die Menschen merken, das postive Dinge umgesetzt werden",7330263977479442432,2024-01-31 15:57:17,1
1706792200,Die CDU hatte den Wirtschafts und Energieminister gestellt.,7330263977479442432,2024-02-01 12:56:40,0
1706718092,"Mein 🦁, mein 🐻, mein Kanzler💪",7330263977479442432,2024-01-31 16:21:32,1
1706712131,"oh ha!
bitte mehr davon!",7330263977479442432,2024-01-31 14:42:11,1
1706721379,Mit regiert. Die CDU war in der Regierungsverantwortung.,7330263977479442432,2024-01-31 17:16:19,2
1706710395,Starke Rede!!!,7330263977479442432,2024-01-31 14:13:15,1
1706717177,endlich kommst du aus dich raus 👏 mach bitte weiter so,7330263977479442432,2024-01-31 16:06:17,1
1706718571,"Diese Bissigkeit habe ich schon lange vermisst.
👍 Weiter so!",7330263977479442432,2024-01-31 16:29:31,1
1706714763,Dem Merz die Grenzen des eigenen politischen Handelns aufzeigen. Gerne mehr davon. 👌,7330263977479442432,2024-01-31 15:26:03,1
1706733881,"leider ja .. ich frage mich, was heute anders wäre, wäre er öfter mal etwas mehr aus sich herausgekommen.",7330263977479442432,2024-01-31 20:44:41,2
1706715406,Stark! Gerne mehr davon,7330263977479442432,2024-01-31 15:36:46,1
1706720962,💪💪,7330263977479442432,2024-01-31 17:09:22,1
1706714273,Na geht doch,7330263977479442432,2024-01-31 15:17:53,1
1706719708,"Klartext Kanzler, der war richtig gut.👌😂",7330263977479442432,2024-01-31 16:48:28,1
1706713605,bitte mehr von dieser Energie 👍,7330263977479442432,2024-01-31 15:06:45,1
1706719892,Gut gesagt 👌,7330263977479442432,2024-01-31 16:51:32,1
1706711503,vielleicht sollte der Klartext Kanzler öfter mal was sagen. Glaube das würde sehr helfen.,7330263977479442432,2024-01-31 14:31:43,1
1706713973,Endlich mal ist Olaf Scholz in der Offensive,7330263977479442432,2024-01-31 15:12:53,1
1706711624,🤝🤝🤝,7330263977479442432,2024-01-31 14:33:44,0
1706713604,Super Rede! Da hat der Bundeskanzler recht 👍,7330263977479442432,2024-01-31 15:06:44,1
1706717070,Starke Rede Herr Scholz👏👏👏👏👏👏👏,7330263977479442432,2024-01-31 16:04:30,1
1706721102,🤝,7330263977479442432,2024-01-31 17:11:42,0
1706717726,Nein er war selbst in der Koalition mit der CDU und somit in der Regierung!!,7330263977479442432,2024-01-31 16:15:26,2
1706711607,❤️🤝,7330263977479442432,2024-01-31 14:33:27,1
1706721045,❤️🤝🤝🤝,7330263977479442432,2024-01-31 17:10:45,1
1706710379,🔥🔥🔥,7330263977479442432,2024-01-31 14:12:59,1
1706711627,❤️🤝🤝,7330263977479442432,2024-01-31 14:33:47,1
1706711071,"Ist man von ihm nicht gewohnt, aber Hut ab, gute Rede.",7330263977479442432,2024-01-31 14:24:31,1
1706711661,"Olaf mein Löwe, mein Bär",7330263977479442432,2024-01-31 14:34:21,1
1706712256,"Absolut nicht. Man darf loben, wenn jemand etwas gutes macht und kritisieren, wenn jemand etwas schlechtes macht. Und hier ist Lob einfach angebracht!",7330263977479442432,2024-01-31 14:44:16,1
1706711182,Verfassungsfeinde sind nicht normal. In bald vier Bundesländern extremistisch.,7330263977479442432,2024-01-31 14:26:22,2
1706710617,"Nach was bemisst du das? Kannst du das anhand von Quellen, unter Berücksichtigung des zeitlichen Kontextes nachweisen mit stichhaltigen Fakten?",7330263977479442432,2024-01-31 14:16:57,0
