create_time,text,video_id,create_time_readable,sentiment
1712671729,"Bin ich froh, daß ihr das wenigstens noch @aussprechen könnt, sonst würden wir gar nichts mehr erfahren. Auch wenn sie euch hetzen, defamieren und schlecht reden - wir stehen zu euch 💙🕊️",7.355867865917966e+18,2024-04-09 14:08:49,1
1712671788,"alle die nicht arbeiten/die die arbeiten und verbrechen begehen, sollten sofort ins Flugzeug",7.355867865917966e+18,2024-04-09 14:09:48,2
1712673774,💙💙💯👍💯,7.355867865917966e+18,2024-04-09 14:42:54,1
1712671590,Aber zügig weg mit denen,7.355867865917966e+18,2024-04-09 14:06:30,2
1712671658,💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:07:38,1
1712671708,💙💙💙💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:08:28,1
1712673543,Absolut korrekt 💙💙💙,7.355867865917966e+18,2024-04-09 14:39:03,1
1712671754,💙💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:09:14,1
1712677943,Liebe euch 🫶,7.355867865917966e+18,2024-04-09 15:52:23,1
1712677358,Alleine als Mann gehe ich abends auch nicht raus. Ist mir zu gefährlich,7.355867865917966e+18,2024-04-09 15:42:38,2
1712672080,Auch unter 14 jährige Straftäter müssen hart bestraft werden.,7.355867865917966e+18,2024-04-09 14:14:40,2
1712675672,Wahre worte💙💙💙👍👍👍,7.355867865917966e+18,2024-04-09 15:14:32,1
1712677082,das ist die Wahrheit fühle ich mich als Mann nicht mehr sicher wenn ich abends alleine unterwegs bin 😡,7.355867865917966e+18,2024-04-09 15:38:02,2
1712672143,Sofort und den Rest gleich noch mit,7.355867865917966e+18,2024-04-09 14:15:43,2
1712680097,"In dieser Geschichte im 21Jahrhundertseid Ihr Tino und alle AfDler die endlich alle Missstände auf den Tisch legen.Dafür ein Danke.Und wir Bürger wissen wer zum Volk steht,AfD💙💙💙💙💙💙💙💙💙💙💙💙",7.355867865917966e+18,2024-04-09 16:28:17,1
1712671635,👍👍👍👍👍👍💙💙💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:07:15,1
1712671718,Absolut!,7.355867865917966e+18,2024-04-09 14:08:38,1
1712671952,nur noch AFD 💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:12:32,2
1712672424,nur noch die AFD 💙💙💙💙💙💙💙,7.355867865917966e+18,2024-04-09 14:20:24,2
1712673995,Recht hatt er 💙,7.355867865917966e+18,2024-04-09 14:46:35,1
1713040979,Wir haben Angst um unsere Kinder und Enkel 🙏,7.355867865917966e+18,2024-04-13 20:42:59,2
1714373568,Besten Dank für Ihre Arbeit her Chrupalla💙💙💙,7.355867865917966e+18,2024-04-29 06:52:48,1
1712754063,jawohl er hat so Recht prima,7.355867865917966e+18,2024-04-10 13:01:03,1
1712729417,Kann man bei euch Praktikum machen?,7.355867865917966e+18,2024-04-10 06:10:17,0
1712931679,"Also ihr wolltet die EU,ihr wolltet offene Grenzen,ihr könnt nicht abschieben weil ihr schlechte Politiker sind,wir sind nicht in der EU und wir schaffen jeden Tag sollche aus wir sind die Schweiz",7.355867865917966e+18,2024-04-12 14:21:19,2
1712672242,Da gebe ich dir zu 100 Prozent recht 💪,7.355867865917966e+18,2024-04-09 14:17:22,1
1712671822,Recht hat er 📢📢📢🥳💙💙💙,7.355867865917966e+18,2024-04-09 14:10:22,1
1712671919,💙💙💙,7.355867865917966e+18,2024-04-09 14:11:59,1
1712671937,Viel Glück 👍.,7.355867865917966e+18,2024-04-09 14:12:17,1
1712671744,🙏🙏🙏🤩,7.355867865917966e+18,2024-04-09 14:09:04,1
1712698010,Ich bin gespannt wie Nancy diese Probleme ohne durchdachte Remigrationskonzepte lösen möchte? 💙🩵💎... 🇩🇪❤️‍🔥🥰,7.355867865917966e+18,2024-04-09 21:26:50,1
1712671919,💙💙💙💙,7.355867865917966e+18,2024-04-09 14:11:59,1
1712671721,Das beste germany aller Zeiten Danke an die Altparteien danke,7.355867865917966e+18,2024-04-09 14:08:41,1
1712688401,👍👍👍,7.355867865917966e+18,2024-04-09 18:46:41,1
1712677226,💙💙💙💙💙,7.355867865917966e+18,2024-04-09 15:40:26,1
1712672422,wer nichts leisten will oder mit absicht schlimmere Straftaten begeht sollte abgeschoben werden,7.355867865917966e+18,2024-04-09 14:20:22,2
1712696543,"🤗 Ich wähle nur noch NORMALE Menschen, die AFD 🙏💯🌎👏👏👏❤🤗👍",7.355867865917966e+18,2024-04-09 21:02:23,2
1712671889,💙,7.355867865917966e+18,2024-04-09 14:11:29,1
1713095548,Wir haben alle Angst 😏,7.355867865917966e+18,2024-04-14 11:52:28,2
1712716990,Dank feaser,7.355867865917966e+18,2024-04-10 02:43:10,2
1712725750,💙💙💙,7.355867865917966e+18,2024-04-10 05:09:10,1
1712734654,Die Leite können erst ihr wahres Gesicht in Deutschland zeigen Herr Chrupalla ❤️👍,7.355867865917966e+18,2024-04-10 07:37:34,1
1712741779,Jede Woche wird in meiner Großstadt zuge stochen . Schlimme Zustände in Deutschland.,7.355867865917966e+18,2024-04-10 09:36:19,2
1712754414,💙💙💙💙💙,7.355867865917966e+18,2024-04-10 13:06:54,1
1712765708,💙💙❤️💙💙👍👍🙏🙏🙏,7.355867865917966e+18,2024-04-10 16:15:08,1
1712907921,Was da in Darmstadt oder Frankfurt in den Innenstädte abgeht geht nicht mehr! Schrecklich und grauenhaft! Man muss aufräumen!,7.355867865917966e+18,2024-04-12 07:45:21,2
1712691392,💙💙💙💙💙💙💙💙💪💪💪💪💪💪,7.355867865917966e+18,2024-04-09 19:36:32,1
1712672735,🥰🥰💙💙,7.355867865917966e+18,2024-04-09 14:25:35,1
